Student ID,student_name,gender,grade,school_name,reading_score,math_score,,over
37512,Lauren Cook,F,9th,Ford High School,84,72,,78
37513,Wayne Washington,M,11th,Ford High School,79,63,,71
37514,Leslie White,F,12th,Ford High School,80,73,,76.5
37515,Maria Andrade,F,12th,Ford High School,69,87,,78
37516,Tracy Sanchez,F,11th,Ford High School,76,75,,75.5
37517,Kayla Johnson,F,9th,Ford High School,71,80,,75.5
37518,Daniel Andrews,M,9th,Ford High School,89,98,,93.5
37519,Ruben Ramirez,M,12th,Ford High School,84,65,,74.5
37520,Benjamin Odonnell,M,11th,Ford High School,63,74,,68.5
37521,Meredith Tapia,F,9th,Ford High School,77,78,,77.5
37522,Ricky Little,M,12th,Ford High School,90,68,,79
37523,Rebecca Valenzuela,F,10th,Ford High School,90,84,,87
37524,Carrie Fletcher,F,9th,Ford High School,84,72,,78
37525,Steven Summers,M,9th,Ford High School,71,71,,71
37526,Jon Santiago,M,10th,Ford High School,98,56,,77
37527,Thomas Christensen,M,9th,Ford High School,98,60,,79
37528,Nicholas Perry,M,11th,Ford High School,83,83,,83
37529,Victoria Rodriguez,F,11th,Ford High School,76,69,,72.5
37530,William Rivera,M,9th,Ford High School,63,59,,61
37531,Bernard Reid,M,9th,Ford High School,94,80,,87
37532,Dawn Sawyer,F,12th,Ford High School,91,66,,78.5
37533,Thomas Knapp,M,12th,Ford High School,75,70,,72.5
37534,Melissa Porter,F,9th,Ford High School,76,84,,80
37535,Norma Mata,F,10th,Thomas High School,76,76,,76
37536,Cody Miller,M,11th,Thomas High School,84,82,,83
37537,Erik Snyder,M,9th,Thomas High School,80,90,,85
37538,Tanya Martinez,F,9th,Thomas High School,71,69,,70
37539,Noah Erickson,M,9th,Thomas High School,86,76,,81
37540,Austin Meyer,M,9th,Thomas High School,73,96,,84.5
37541,Eric Stevens,M,10th,Thomas High School,80,76,,78
37542,Elizabeth Bennett,F,11th,Thomas High School,91,94,,92.5
37543,Madison Hampton,F,9th,Thomas High School,82,73,,77.5
37544,Jacqueline Harris,F,10th,Thomas High School,71,92,,81.5
37545,Christopher Shaw,M,10th,Thomas High School,84,68,,76
37546,Steven Hoover MD,M,12th,Thomas High School,90,81,,85.5
37547,Amanda Hicks,F,12th,Thomas High School,77,74,,75.5
37548,Brian Moss,M,10th,Thomas High School,70,97,,83.5
37549,Christopher Martinez,M,11th,Thomas High School,70,68,,69
37550,Patricia Diaz,F,9th,Thomas High School,76,99,,87.5
37551,Nancy Mason,F,12th,Thomas High School,91,86,,88.5
37552,Matthew Marquez,M,10th,Thomas High School,88,79,,83.5
37553,Curtis Gibson,M,10th,Thomas High School,97,70,,83.5
37554,Rebecca Brown,F,11th,Thomas High School,76,77,,76.5
37555,Chad Martin,M,11th,Thomas High School,72,82,,77
37556,Sarah Park,F,11th,Thomas High School,95,74,,84.5
37557,Shannon Sanchez,F,11th,Thomas High School,93,84,,88.5
37558,Kelly Henderson,M,9th,Thomas High School,81,90,,85.5
37559,Kiara Bates,F,9th,Thomas High School,72,98,,85
37560,Kim Hall,F,11th,Thomas High School,70,83,,76.5
37561,Charles Lopez,M,11th,Thomas High School,69,93,,81
37562,Teresa Johns,F,9th,Thomas High School,86,69,,77.5
37563,Amy Richard,F,10th,Thomas High School,80,97,,88.5
37564,Stephen Patrick,M,9th,Thomas High School,93,97,,95
37565,Teresa Poole,F,10th,Thomas High School,93,94,,93.5
37566,Jonathon Roberts,M,10th,Thomas High School,84,77,,80.5
37567,Jeffery Haynes,M,9th,Thomas High School,81,81,,81
37568,Jacob Mccullough,M,11th,Thomas High School,77,98,,87.5
37569,Heather Bailey,F,9th,Thomas High School,98,90,,94
37570,Victoria Brown,F,12th,Thomas High School,87,95,,91
37571,Michael Murphy,M,12th,Thomas High School,74,86,,80
37572,Jason Hogan,M,9th,Thomas High School,87,75,,81
37573,Justin Brown,M,9th,Thomas High School,82,98,,90
37574,Mark Weeks,M,10th,Thomas High School,74,95,,84.5
37575,Monique Shepherd,F,10th,Thomas High School,77,85,,81
37576,Stephanie Arroyo,F,11th,Thomas High School,86,79,,82.5
37577,Tiffany Graham,F,10th,Thomas High School,99,99,,99
37578,Donna Hall,F,9th,Thomas High School,76,75,,75.5
37579,Stephen Walker,M,11th,Thomas High School,76,84,,80
37580,Oscar Hill,M,10th,Thomas High School,81,79,,80
37581,Douglas Smith,M,9th,Thomas High School,97,75,,86
37582,Adam Gibbs,M,12th,Thomas High School,88,81,,84.5
37583,Stephanie Hayden,F,12th,Thomas High School,83,81,,82
37584,Alejandro Wheeler,M,10th,Thomas High School,98,87,,92.5
37585,Angela Edwards,F,12th,Thomas High School,84,95,,89.5
37586,Alexander Watts,M,10th,Thomas High School,93,97,,95
37587,Zachary Christian,M,9th,Thomas High School,94,74,,84
37588,Christopher Riley,M,12th,Thomas High School,73,83,,78
37589,Keith Scott,M,11th,Thomas High School,93,92,,92.5
37590,Anthony Valdez,M,11th,Thomas High School,73,86,,79.5
37591,Matthew Carroll,M,12th,Thomas High School,86,88,,87
37592,Kimberly Wong,F,10th,Thomas High School,80,74,,77
37593,James Riley,M,12th,Thomas High School,85,93,,89
37594,Brenda Bruce,F,10th,Thomas High School,71,78,,74.5
37595,Mary Smith MD,F,11th,Thomas High School,75,73,,74
37596,Brian Robinson,M,12th,Thomas High School,90,73,,81.5
37597,Jessica Morales,F,10th,Thomas High School,72,81,,76.5
37598,Jeffery Calderon,M,10th,Thomas High School,99,99,,99
37599,Lauren Garner,F,9th,Thomas High School,88,68,,78
37600,Jasmine Jones,F,10th,Thomas High School,86,87,,86.5
37601,Keith Maldonado,M,11th,Thomas High School,77,79,,78
37602,Mark Anderson,M,10th,Thomas High School,79,73,,76
37603,Joel Griffin,M,10th,Thomas High School,83,68,,75.5
37604,Phillip Meyer,M,11th,Thomas High School,81,78,,79.5
37605,Jennifer Richardson,F,10th,Thomas High School,93,68,,80.5
37606,David Aguilar,M,12th,Thomas High School,81,98,,89.5
37607,Andrew Jefferson,M,10th,Thomas High School,94,70,,82
37608,Dennis Perez,M,11th,Thomas High School,82,90,,86
37609,Daniel Patterson,M,9th,Thomas High School,86,87,,86.5
37610,Patrick Stanley,M,9th,Thomas High School,94,94,,94
37611,Adrian Martinez,M,10th,Thomas High School,89,87,,88
37612,Brian Kirby,M,11th,Thomas High School,97,82,,89.5
37613,Julia Bruce,F,9th,Thomas High School,86,95,,90.5
37614,Pamela Graves,F,9th,Thomas High School,74,68,,71
37615,Denise Estrada,F,10th,Thomas High School,71,95,,83
37616,William Herrera,M,9th,Thomas High School,86,95,,90.5
37617,Nancy Ho,F,12th,Thomas High School,79,69,,74
37618,Paula Ramirez,F,12th,Thomas High School,69,68,,68.5
37619,Laura Nelson,F,10th,Thomas High School,92,90,,91
37620,Andrew Raymond,M,10th,Thomas High School,78,94,,86
37621,Christopher Grant,M,10th,Thomas High School,94,84,,89
37622,Samantha Medina,F,11th,Thomas High School,89,89,,89
37623,Cheryl Lopez,F,10th,Thomas High School,77,95,,86
37624,Thomas Little,M,12th,Thomas High School,74,91,,82.5
37625,Alyssa Hill,F,11th,Thomas High School,86,98,,92
37626,Sarah Moore,F,11th,Thomas High School,74,77,,75.5
37627,Alison Walker,F,11th,Thomas High School,95,69,,82
37628,Travis Cole,M,12th,Thomas High School,81,79,,80
37629,Bobby Fisher,M,12th,Thomas High School,75,84,,79.5
37630,Morgan Collins,F,12th,Thomas High School,79,76,,77.5
37631,Robert Reyes,M,10th,Thomas High School,72,80,,76
37632,Dennis Underwood,M,9th,Thomas High School,74,88,,81
37633,Benjamin King,M,10th,Thomas High School,85,99,,92
37634,Nathaniel Bates,M,11th,Thomas High School,76,94,,85
37635,George Morgan,M,9th,Thomas High School,99,99,,99
37636,Christian Warren,M,12th,Thomas High School,85,73,,79
37637,Ellen Paul,F,11th,Thomas High School,71,74,,72.5
37638,Mario Smith,M,11th,Thomas High School,99,83,,91
37639,Susan Levy,F,12th,Thomas High School,70,86,,78
37640,Tiffany Young DDS,F,11th,Thomas High School,86,97,,91.5
37641,Darryl Klein,M,9th,Thomas High School,93,87,,90
37642,Kenneth Williams,M,11th,Thomas High School,98,89,,93.5
37643,Mark Lucas IV,M,12th,Thomas High School,85,72,,78.5
37644,Connie Thompson,F,9th,Thomas High School,98,75,,86.5
37645,John Wolfe,M,10th,Thomas High School,81,89,,85
37646,Melissa Harper,F,9th,Thomas High School,77,74,,75.5
37647,Valerie Day,F,9th,Thomas High School,92,70,,81
37648,Kenneth Marquez MD,M,10th,Thomas High School,96,82,,89
37649,Rebecca Morris,F,9th,Thomas High School,90,96,,93
37650,Timothy Wright,M,9th,Thomas High School,96,84,,90
37651,Deborah Reilly,F,11th,Thomas High School,78,92,,85
37652,Mike Santos,M,12th,Thomas High School,96,93,,94.5
37653,Nicole Jones,F,9th,Thomas High School,75,95,,85
37654,Morgan Alexander,F,10th,Thomas High School,98,74,,86
37655,Cristian Aguilar,M,10th,Thomas High School,73,80,,76.5
37656,Danielle Prince,F,10th,Thomas High School,88,81,,84.5
37657,Anthony Olson,M,9th,Thomas High School,69,69,,69
37658,Joseph Jarvis,M,9th,Thomas High School,72,90,,81
37659,Joshua Moon,M,11th,Thomas High School,78,90,,84
37660,Kyle Townsend,M,11th,Thomas High School,78,83,,80.5
37661,Jessica Williamson,F,9th,Thomas High School,76,68,,72
37662,Rhonda Rodriguez,F,11th,Thomas High School,83,88,,85.5
37663,Rebecca Hall,F,9th,Thomas High School,72,73,,72.5
37664,Brittany Valencia,F,11th,Thomas High School,78,91,,84.5
37665,Emily Fleming,F,9th,Thomas High School,90,77,,83.5
37666,Diane Richardson,F,9th,Thomas High School,74,73,,73.5
37667,Mark Thomas,M,9th,Thomas High School,77,79,,78
37668,Kimberly Morris,F,10th,Thomas High School,87,93,,90
37669,Kirk Reilly,M,11th,Thomas High School,94,71,,82.5
37670,Brittany Brown,F,12th,Thomas High School,69,68,,68.5
37671,Albert Vaughan,M,11th,Thomas High School,88,77,,82.5
37672,Douglas Fitzgerald,M,12th,Thomas High School,71,86,,78.5
37673,Justin Smith,M,10th,Thomas High School,86,84,,85
37674,Mathew Carter,M,9th,Thomas High School,79,85,,82
37675,Philip Miller,M,12th,Thomas High School,90,89,,89.5
37676,Ronald Hartman,M,12th,Thomas High School,96,92,,94
37677,Angelica Sanders,F,10th,Thomas High School,91,71,,81
37678,Marc Moore,M,10th,Thomas High School,88,93,,90.5
37679,Christopher Fitzgerald,M,10th,Thomas High School,70,68,,69
37680,Janet Taylor,F,10th,Thomas High School,75,78,,76.5
37681,Charles Estrada,M,11th,Thomas High School,99,72,,85.5
37682,Ann Chen,F,9th,Thomas High School,87,94,,90.5
37683,Karen Jimenez,F,12th,Thomas High School,79,68,,73.5
37684,Holly Boone,F,11th,Thomas High School,75,68,,71.5
37685,Alan Leach,M,12th,Thomas High School,97,98,,97.5
37686,Timothy Miller,M,11th,Thomas High School,96,85,,90.5
37687,Christopher Villa,M,12th,Thomas High School,92,78,,85
37688,Stephanie Davis,F,11th,Thomas High School,87,80,,83.5
37689,Shelby Brown,F,11th,Thomas High School,96,73,,84.5
37690,Katherine Jordan,F,9th,Thomas High School,78,95,,86.5
37691,Sean Kirby,M,10th,Thomas High School,79,93,,86
37692,Stephen Lowe,M,9th,Thomas High School,77,76,,76.5
37693,Maria Turner,F,11th,Thomas High School,88,90,,89
37694,Cheryl Frost,F,9th,Thomas High School,78,79,,78.5
37695,Keith Newman Jr.,M,12th,Thomas High School,94,83,,88.5
37696,Thomas Brown,M,10th,Thomas High School,89,80,,84.5
37697,Marcus Fernandez,M,10th,Thomas High School,98,84,,91
37698,Richard Moreno,M,9th,Thomas High School,74,77,,75.5
37699,Rodney Johnson,M,12th,Thomas High School,96,97,,96.5
37700,Timothy Martinez,M,11th,Thomas High School,96,74,,85
37701,Mary Jenkins,F,10th,Thomas High School,98,69,,83.5
37702,Michael Jennings,M,12th,Thomas High School,75,98,,86.5
37703,Amanda Lopez,F,9th,Thomas High School,84,95,,89.5
37704,Matthew Mitchell III,M,9th,Thomas High School,95,99,,97
37705,Gabrielle Huff,F,11th,Thomas High School,99,78,,88.5
37706,Samuel Ray,M,10th,Thomas High School,95,86,,90.5
37707,Hannah Bishop,F,12th,Thomas High School,70,78,,74
37708,Scott Bradford,M,9th,Thomas High School,82,71,,76.5
37709,Kathy King,F,11th,Thomas High School,80,76,,78
37710,Alexis Cook,F,12th,Thomas High School,86,83,,84.5
37711,Ronald Adams,M,9th,Thomas High School,81,85,,83
37712,Michael Roy,M,9th,Thomas High School,91,82,,86.5
37713,Thomas Hartman,M,9th,Thomas High School,70,94,,82
37714,Lauren Carr,F,10th,Thomas High School,97,77,,87
37715,Victoria Elliott,F,10th,Thomas High School,99,69,,84
37716,Michael Clark,M,10th,Thomas High School,92,98,,95
37717,Calvin Hawkins,M,11th,Thomas High School,85,71,,78
37718,Sandra Pineda,F,10th,Thomas High School,94,77,,85.5
37719,James Krueger,M,9th,Thomas High School,89,79,,84
37720,Jessica Hernandez,F,10th,Thomas High School,75,75,,75
37721,Robin Smith,F,11th,Thomas High School,98,68,,83
37722,Christopher Campos,M,10th,Thomas High School,88,72,,80
37723,Justin Sullivan,M,9th,Thomas High School,93,75,,84
37724,Danielle Sheppard,F,12th,Thomas High School,81,82,,81.5
37725,Micheal Johnson,M,10th,Thomas High School,99,97,,98
37726,Daniel Campbell,M,9th,Thomas High School,89,98,,93.5
37727,Margaret Russell,F,10th,Thomas High School,88,72,,80
37728,James Adams,M,11th,Thomas High School,93,74,,83.5
37729,Gabriela Anderson,F,9th,Thomas High School,78,97,,87.5
37730,John Bauer,M,10th,Thomas High School,92,87,,89.5
37731,Pamela Schaefer,F,9th,Thomas High School,96,88,,92
37732,Connor Sutton,M,10th,Thomas High School,85,85,,85
37733,Dan Carrillo,M,9th,Thomas High School,87,86,,86.5
37734,Sharon Davis,F,9th,Thomas High School,86,75,,80.5
37735,Debbie Lewis,F,10th,Thomas High School,92,68,,80
37736,Ashley Sullivan,F,9th,Thomas High School,81,86,,83.5
37737,Patricia Yang,F,9th,Thomas High School,81,99,,90
37738,Jeanette Roberts,F,12th,Thomas High School,79,95,,87
37739,Janet Benitez,F,12th,Thomas High School,79,94,,86.5
37740,Taylor Martin,M,12th,Thomas High School,89,86,,87.5
37741,Dr. Jo Williams,F,9th,Thomas High School,84,96,,90
37742,Jack Wiley,M,9th,Thomas High School,80,87,,83.5
37743,Joseph Peterson,M,10th,Thomas High School,98,93,,95.5
37744,Lindsey Burton,F,9th,Thomas High School,74,79,,76.5
37745,Brian Shaw,M,12th,Thomas High School,88,80,,84
37746,Heidi Crawford,F,11th,Thomas High School,91,73,,82
37747,Kenneth Crosby,M,11th,Thomas High School,98,85,,91.5
37748,Matthew Simpson,M,11th,Thomas High School,69,74,,71.5
37749,Rick Price,M,9th,Thomas High School,88,76,,82
37750,Christopher Miller,M,11th,Thomas High School,74,71,,72.5
37751,Frank Sanders,M,12th,Thomas High School,73,90,,81.5
37752,Lauren Howell DDS,F,9th,Thomas High School,91,71,,81
37753,Anthony Cummings,M,11th,Thomas High School,94,79,,86.5
37754,Breanna Lee,F,11th,Thomas High School,86,92,,89
37755,Kyle Rowland,M,10th,Thomas High School,99,72,,85.5
37756,Courtney Williams,F,9th,Thomas High School,91,85,,88
37757,Lisa Hunter,F,10th,Thomas High School,70,68,,69
37758,Devon Contreras,M,11th,Thomas High School,91,85,,88
37759,Nicholas Howard,M,9th,Thomas High School,80,89,,84.5
37760,Matthew Deleon,M,11th,Thomas High School,80,96,,88
37761,Erica Martin DDS,F,11th,Thomas High School,83,88,,85.5
37762,Matthew Jones,M,11th,Thomas High School,94,93,,93.5
37763,Michael Martinez,M,10th,Thomas High School,96,82,,89
37764,Jennifer Clark,F,10th,Thomas High School,88,91,,89.5
37765,Jennifer Lewis,F,12th,Thomas High School,99,79,,89
37766,Terry Woods,M,11th,Thomas High School,86,99,,92.5
37767,Misty Klein,F,12th,Thomas High School,86,73,,79.5
37768,David Stevens,M,10th,Thomas High School,76,88,,82
37769,Natalie Gonzales,F,11th,Thomas High School,83,97,,90
37770,Ashley Willis,F,11th,Thomas High School,94,83,,88.5
37771,Patty Williams,F,9th,Thomas High School,75,83,,79
37772,Jennifer Rodriguez,F,12th,Thomas High School,98,92,,95
37773,Matthew Davis,M,9th,Thomas High School,72,78,,75
37774,Martha Brown,F,10th,Thomas High School,94,87,,90.5
37775,Robert Beck,M,10th,Thomas High School,73,77,,75
37776,Eric Rivers,M,9th,Thomas High School,83,97,,90
37777,Ms. Hannah Mcdonald MD,F,12th,Thomas High School,95,74,,84.5
37778,Mariah Flores,F,10th,Thomas High School,69,93,,81
37779,Katie Nelson,F,12th,Thomas High School,93,85,,89
37780,Jacob Nelson,M,9th,Thomas High School,83,72,,77.5
37781,Timothy Aguirre,M,12th,Thomas High School,86,98,,92
37782,Sabrina Hall,F,9th,Thomas High School,87,96,,91.5
37783,Darrell Green,M,9th,Thomas High School,92,98,,95
37784,Jonathan Davis,M,12th,Thomas High School,71,76,,73.5
37785,Eric Greer,M,9th,Thomas High School,85,84,,84.5
37786,Theresa Thompson,F,10th,Thomas High School,72,70,,71
37787,Paul Brooks,M,10th,Thomas High School,89,98,,93.5
37788,Brandon Palmer DDS,M,11th,Thomas High School,98,99,,98.5
37789,Gerald Johnson,M,9th,Thomas High School,74,72,,73
37790,Dustin Thompson,M,11th,Thomas High School,83,87,,85
37791,Grant Gallegos,M,11th,Thomas High School,91,84,,87.5
37792,April Hill,F,11th,Thomas High School,82,69,,75.5
37793,Edward Allen,M,10th,Thomas High School,87,81,,84
37794,John Robinson,M,11th,Thomas High School,81,69,,75
37795,Martin Rodriguez,M,9th,Thomas High School,99,77,,88
37796,Ms. Stephanie Nichols DVM,F,12th,Thomas High School,79,71,,75
37797,Kathy Roberson,F,10th,Thomas High School,85,73,,79
37798,Justin Thompson,M,10th,Thomas High School,74,84,,79
37799,Kimberly Garcia,F,9th,Thomas High School,91,78,,84.5
37800,Pamela Bradley,F,11th,Thomas High School,82,76,,79
37801,Nancy Cannon,F,11th,Thomas High School,73,95,,84
37802,Ashley Lopez,F,10th,Thomas High School,88,75,,81.5
37803,Linda Roman,F,12th,Thomas High School,71,94,,82.5
37804,Cheryl Quinn,F,12th,Thomas High School,70,85,,77.5
37805,Joseph Sellers,M,11th,Thomas High School,71,98,,84.5
37806,Jennifer Ortiz,F,9th,Thomas High School,96,75,,85.5
37807,Johnny Hodges,M,9th,Thomas High School,99,80,,89.5
37808,Angela Summers,F,10th,Thomas High School,73,89,,81
37809,Lorraine Rojas,F,9th,Thomas High School,98,74,,86
37810,Dr. Mckenzie Cummings,F,9th,Thomas High School,93,88,,90.5
37811,Catherine Howard,F,11th,Thomas High School,84,87,,85.5
37812,Mark Young,M,9th,Thomas High School,94,73,,83.5
37813,Jessica Morrison,F,11th,Thomas High School,72,85,,78.5
37814,Susan Alexander,F,11th,Thomas High School,71,95,,83
37815,Jessica Edwards,F,11th,Thomas High School,89,93,,91
37816,Benjamin Evans,M,10th,Thomas High School,75,76,,75.5
37817,Mariah Bernard,F,11th,Thomas High School,80,95,,87.5
37818,Morgan Scott,F,11th,Thomas High School,87,70,,78.5
37819,Nicholas Hernandez,M,10th,Thomas High School,89,87,,88
37820,Briana Hoffman,F,9th,Thomas High School,91,72,,81.5
37821,Alice Ware,F,9th,Thomas High School,88,83,,85.5
37822,Regina Ray,F,10th,Thomas High School,72,78,,75
37823,Adam Davis,M,12th,Thomas High School,74,68,,71
37824,Valerie Joseph DVM,F,9th,Thomas High School,99,93,,96
37825,Karen Garcia,F,9th,Thomas High School,91,71,,81
37826,John Sellers,M,9th,Thomas High School,73,81,,77
37827,Michael Kelly,M,9th,Thomas High School,75,74,,74.5
37828,Kathleen Black,F,10th,Thomas High School,90,77,,83.5
37829,Cynthia Robinson,F,9th,Thomas High School,74,94,,84
37830,Julie Villa,F,11th,Thomas High School,91,99,,95
37831,Paula Reed,F,11th,Thomas High School,91,74,,82.5
37832,Grace Russell,F,12th,Thomas High School,85,86,,85.5
37833,Barbara Smith,F,10th,Thomas High School,73,94,,83.5
37834,Kyle Davis,M,9th,Thomas High School,99,98,,98.5
37835,Jason Lee,M,12th,Thomas High School,71,82,,76.5
37836,Rodney Wilson,M,12th,Thomas High School,92,83,,87.5
37837,Allison Combs,F,11th,Thomas High School,98,92,,95
37838,Ralph Osborne,M,11th,Thomas High School,78,86,,82
37839,Samuel Johnson,M,10th,Thomas High School,70,91,,80.5
37840,Jennifer Yu,F,9th,Thomas High School,79,81,,80
37841,Matthew Anderson,M,11th,Thomas High School,92,86,,89
37842,Sarah Chavez,F,12th,Thomas High School,70,99,,84.5
37843,Paul Cisneros,M,12th,Thomas High School,84,81,,82.5
37844,Angela Smith,F,9th,Thomas High School,88,77,,82.5
37845,Eric Strickland,M,11th,Thomas High School,96,79,,87.5
37846,Katherine Brown,F,11th,Thomas High School,92,71,,81.5
37847,Mike Schneider,M,10th,Thomas High School,87,84,,85.5
37848,Brian Mendez,M,12th,Thomas High School,84,95,,89.5
37849,William Molina,M,9th,Thomas High School,93,89,,91
37850,Luis Hill,M,9th,Thomas High School,95,83,,89
37851,Kevin Gomez,M,12th,Thomas High School,77,75,,76
37852,Courtney Smith,F,12th,Thomas High School,81,73,,77
37853,Julie Walters,F,11th,Thomas High School,72,82,,77
37854,Linda Dillon,F,12th,Thomas High School,92,87,,89.5
37855,Christine Harris,F,12th,Thomas High School,70,93,,81.5
37856,Amy Sanders,F,12th,Thomas High School,98,94,,96
37857,Daniel Arnold,M,10th,Thomas High School,93,95,,94
37858,Victoria Lane,F,9th,Thomas High School,89,72,,80.5
37859,Wayne Gilbert,M,11th,Thomas High School,76,99,,87.5
37860,Billy Baker,M,11th,Thomas High School,72,74,,73
37861,Lorraine Atkins,F,11th,Thomas High School,95,73,,84
37862,Hunter Hensley,M,11th,Thomas High School,73,79,,76
37863,Harold Parker PhD,M,10th,Thomas High School,88,83,,85.5
37864,Karen Dixon,F,9th,Thomas High School,73,76,,74.5
37865,Jeanette Berger,F,9th,Thomas High School,72,86,,79
37866,Lisa Jones,F,9th,Thomas High School,92,69,,80.5
37867,Ashley Alvarez,F,10th,Thomas High School,70,92,,81
37868,Kenneth Ruiz,M,10th,Thomas High School,90,71,,80.5
37869,Michael Clark,M,12th,Thomas High School,74,78,,76
37870,Dale Martinez,M,10th,Thomas High School,88,91,,89.5
37871,Brandon Levy,M,10th,Thomas High School,80,71,,75.5
37872,Brittany Coleman,F,9th,Thomas High School,78,83,,80.5
37873,Lee Greene,M,10th,Thomas High School,70,69,,69.5
37874,Michael Alexander,M,12th,Thomas High School,97,95,,96
37875,Mr. David Reeves,M,11th,Thomas High School,74,69,,71.5
37876,Randy Johnson,M,11th,Thomas High School,71,86,,78.5
37877,Vanessa Turner,F,10th,Thomas High School,94,95,,94.5
37878,Jacqueline Arias,F,10th,Thomas High School,90,68,,79
37879,Angela Taylor,F,11th,Thomas High School,82,78,,80
37880,Whitney Burgess,F,12th,Thomas High School,95,87,,91
37881,Thomas Gomez,M,11th,Thomas High School,71,99,,85
37882,James Oneal,M,9th,Thomas High School,90,80,,85
37883,Kevin Garcia,M,10th,Thomas High School,81,91,,86
37884,Randy Gonzalez,M,12th,Thomas High School,80,68,,74
37885,Travis Rosales,M,9th,Thomas High School,89,85,,87
37886,Joseph Diaz,M,10th,Thomas High School,93,82,,87.5
37887,Vicki Nielsen,F,12th,Thomas High School,78,96,,87
37888,Theresa Gonzalez,F,10th,Thomas High School,81,90,,85.5
37889,Emily Gates,F,9th,Thomas High School,77,74,,75.5
37890,Randy Johnson,M,10th,Thomas High School,90,96,,93
37891,Paul Hart,M,11th,Thomas High School,73,88,,80.5
37892,Dr. Christina Barrera,F,10th,Thomas High School,76,84,,80
37893,Diamond Miller,F,10th,Thomas High School,89,88,,88.5
37894,Kerri Davis,F,12th,Thomas High School,73,87,,80
37895,Lisa King,F,10th,Thomas High School,99,69,,84
37896,Oscar Flores,M,10th,Thomas High School,73,73,,73
37897,Diana Lopez,F,9th,Thomas High School,98,91,,94.5
37898,Michelle Robertson,F,9th,Thomas High School,77,89,,83
37899,James Gonzalez,M,10th,Thomas High School,75,97,,86
37900,Christopher Edwards,M,9th,Thomas High School,77,84,,80.5
37901,Paige Hines,F,12th,Thomas High School,88,77,,82.5
37902,Alyssa Morales,F,9th,Thomas High School,72,85,,78.5
37903,Victoria Simpson,F,11th,Thomas High School,89,92,,90.5
37904,Charles Peck,M,9th,Thomas High School,76,74,,75
37905,Kevin Rodriguez,M,10th,Thomas High School,86,94,,90
37906,Janice Stewart,F,11th,Thomas High School,82,80,,81
37907,Stephanie Reese,F,9th,Thomas High School,92,72,,82
37908,Kimberly Reyes,F,9th,Thomas High School,78,72,,75
37909,Ronald Franklin,M,11th,Thomas High School,72,75,,73.5
37910,Brittany Walker,F,10th,Thomas High School,78,80,,79
37911,Billy Curtis,M,11th,Thomas High School,76,89,,82.5
37912,Julie Wiggins,F,11th,Thomas High School,72,97,,84.5
37913,Erika Torres,F,12th,Thomas High School,93,93,,93
37914,Patricia Contreras,F,11th,Thomas High School,95,75,,85
37915,Randy Hooper,M,10th,Thomas High School,80,92,,86
37916,Kristen Solis MD,F,9th,Thomas High School,77,71,,74
37917,Ronald Rowe,M,10th,Thomas High School,84,75,,79.5
37918,Allison Thomas,F,10th,Thomas High School,73,80,,76.5
37919,Danielle Hawkins,F,11th,Thomas High School,83,88,,85.5
37920,Victor Smith,M,12th,Thomas High School,92,80,,86
37921,Colin Schultz II,M,10th,Thomas High School,86,80,,83
37922,Nancy Dominguez,F,9th,Thomas High School,87,80,,83.5
37923,Angela Wong,F,10th,Thomas High School,96,74,,85
37924,John Ritter,M,11th,Thomas High School,95,88,,91.5
37925,Gabriel Douglas,M,11th,Thomas High School,90,71,,80.5
37926,Sarah Mcpherson,F,10th,Thomas High School,74,83,,78.5
37927,Christopher Sandoval,M,12th,Thomas High School,94,87,,90.5
37928,Jordan Vega,M,9th,Thomas High School,75,99,,87
37929,Ashley Wilson,F,12th,Thomas High School,80,90,,85
37930,Andrea Anthony,F,9th,Thomas High School,75,91,,83
37931,Craig Heath,M,11th,Thomas High School,71,98,,84.5
37932,Tammy Lee,F,9th,Thomas High School,99,84,,91.5
37933,Tiffany Brooks,F,9th,Thomas High School,84,94,,89
37934,Jeffrey Garcia,M,12th,Thomas High School,72,80,,76
37935,Timothy Thomas,M,9th,Thomas High School,73,78,,75.5
37936,Miss Michelle Li,F,10th,Thomas High School,76,77,,76.5
37937,Dylan Guerrero,M,9th,Thomas High School,79,91,,85
37938,Bryan Barnes,M,11th,Thomas High School,71,79,,75
37939,Robert Meyer,M,11th,Thomas High School,86,88,,87
37940,David Arroyo,M,9th,Thomas High School,96,89,,92.5
37941,Debra Martin,F,9th,Thomas High School,91,70,,80.5
37942,Neil Hutchinson,M,12th,Thomas High School,88,80,,84
37943,Henry Acosta,M,12th,Thomas High School,87,86,,86.5
37944,Vanessa Figueroa,F,12th,Thomas High School,81,92,,86.5
37945,Larry Harris,M,10th,Thomas High School,92,73,,82.5
37946,Kristopher Bradley,M,11th,Thomas High School,85,78,,81.5
37947,Bruce White,M,11th,Thomas High School,74,96,,85
37948,Danielle Holmes,F,10th,Thomas High School,74,81,,77.5
37949,Jamie Allen,F,11th,Thomas High School,73,90,,81.5
37950,Susan Jensen,F,9th,Thomas High School,94,83,,88.5
37951,Steve Woods,M,11th,Thomas High School,69,71,,70
37952,Ashley Thompson,F,12th,Thomas High School,99,77,,88
37953,Stephanie Knight,F,11th,Thomas High School,97,94,,95.5
37954,Cameron Rowe,M,10th,Thomas High School,74,92,,83
